"accession","length","submission_date","host","country_original","collection_date","Month","year","SeqLength","Codons","BadCodons","CodonPairs","Stops","CpC","Y.Bias","X.Bias","ApG","GpA","GTG.Bias","ACT.Bias","T.Bias","brApG","brCpU","F.Bias","V.Bias","CCA.Bias","ATT.Bias","CTT.Bias","S.Bias","brGpC","GpC","N.Bias","W.Bias","brGpA","NonBrGpC","ApA","NonBrCpA","CTA.Bias","CTG.Bias","NonBrGpG","G.Bias","GCA.Bias","AGC.Bias","NonBrCpG","ATA.Bias","CpG","C.Bias","NonBrUpC","K.Bias","GGA.Bias","brApU","P.Bias","E.Bias","Q.Bias","M.Bias","NonBrUpU","CGA.Bias","NonBrUpA","AGT.Bias","UpC","ApU","brGpU","L.Bias"
"KR653295",18890,"17/05/2015","Homo sapiens","Sierra Leone: Tonkolili","25/11/2014",11,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75428919,0.897298404,0.046710287,0.013631407,0.923801239,0.941460934,1.020340123,1.292157948,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554688406,0.217391304,0.602813374,0.01653944,0.991506219,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.067058158,0.970103056,0.575912692,0.10087241
"KR653296",18924,"17/05/2015","Homo sapiens","Sierra Leone: Bo","29/08/2014",8,2014,16506,5502,0,5493,0,1.040840393,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.810460702,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.753340399,0.897830095,0.046710287,0.013631407,0.923801239,0.942584609,1.020340123,1.291112794,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55423975,0.217391304,0.603583257,0.01653944,0.994576816,0.051981098,0.383386581,0.8155902,0.054889131,0.054162123,0.050163577,0.01653944,1.321132205,0.180555556,0.574467869,0.237410072,1.071179493,0.970016264,0.57655402,0.10087241
"KR653297",18949,"17/05/2015","Homo sapiens","Sierra Leone: Western Urban","15/09/2014",9,2014,16506,5502,0,5493,0,1.042933564,0.029625591,0.001635769,1.019688183,1.117770713,0.207236842,0.262529833,0.076154126,1.143526289,0.796801759,0.045438023,0.055252635,0.390728477,0.470404984,0.2,0.075790622,0.755587109,0.898256968,0.046710287,0.013631407,0.924010082,0.942466677,1.020499824,1.294417191,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.555280968,0.218068536,0.602197519,0.01653944,0.985100387,0.051981098,0.383386581,0.813369033,0.054889131,0.054162123,0.050163577,0.01653944,1.325222047,0.180555556,0.572308155,0.237410072,1.066981984,0.968333651,0.577519758,0.10087241
"KR653298",18803,"17/05/2015","Homo sapiens","Sierra Leone: Pujehun","28/10/2014",10,2014,16506,5502,0,5493,0,1.045569215,0.029625591,0.001635769,1.01873194,1.11773677,0.203947368,0.261904762,0.076335878,1.140805198,0.796859182,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754260877,0.896051256,0.046710287,0.013631407,0.923873561,0.939586124,1.020585067,1.291553165,0.144144144,0.171171171,1.064915972,0.056888404,0.354166667,0.12470024,0.554695423,0.217391304,0.602820999,0.01653944,0.993057632,0.051981098,0.383386581,0.814737523,0.054889131,0.054162123,0.050163577,0.01653944,1.321271631,0.180555556,0.574081533,0.237410072,1.068079736,0.970140652,0.576346541,0.10087241
"KR653299",18911,"17/05/2015","Homo sapiens","Sierra Leone: Moyamba","15/11/2014",11,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.021047842,1.11815837,0.203947368,0.263157895,0.075972374,1.147933061,0.797154862,0.04525627,0.055252635,0.390728477,0.46130031,0.2,0.07560887,0.753684665,0.896791885,0.046710287,0.013631407,0.923448374,0.940929486,1.018794591,1.291088775,0.144144144,0.171171171,1.065085703,0.057070156,0.356083086,0.125,0.554375288,0.222910217,0.60247309,0.01653944,0.99174134,0.051799346,0.382165605,0.81528757,0.054889131,0.054162123,0.050163577,0.01653944,1.321271631,0.179930796,0.576639198,0.235576923,1.067311195,0.970525628,0.57611994,0.10087241
"KR653300",18811,"17/05/2015","Homo sapiens","Sierra Leone: Port Loko","24/09/2014",9,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KR653301",18925,"17/05/2015","Homo sapiens","Sierra Leone: Bombali","23/10/2014",10,2014,16506,5502,0,5493,0,1.045569215,0.029625591,0.001635769,1.018560741,1.116623809,0.203947368,0.262529833,0.076154126,1.143178607,0.796859182,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.07560887,0.753684665,0.898060874,0.046710287,0.013631407,0.921177404,0.942826892,1.02074506,1.292065687,0.144144144,0.171171171,1.065687191,0.057070156,0.356083086,0.122596154,0.554382212,0.217391304,0.603738403,0.01653944,0.991473808,0.051981098,0.382165605,0.815232954,0.054889131,0.054162123,0.050163577,0.01653944,1.322663908,0.180555556,0.574309343,0.237980769,1.067023278,0.970525628,0.575906246,0.10087241
"KR653302",18860,"17/05/2015","Homo sapiens","Sierra Leone: Tonkolili","23/10/2014",10,2014,16506,5502,0,5493,0,1.045495238,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.067093177,0.969873119,0.575699233,0.10087241
"KR653303",18917,"17/05/2015","Homo sapiens","Sierra Leone: Bo","26/09/2014",9,2014,16506,5502,0,5493,0,1.03915868,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.810344924,0.04525627,0.055252635,0.390728477,0.465838509,0.194594595,0.075790622,0.752393991,0.897104478,0.046710287,0.013631407,0.923801239,0.941822822,1.020340123,1.29006933,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.553791819,0.217391304,0.606864794,0.01653944,0.999231529,0.051981098,0.383386581,0.816499443,0.054889131,0.054162123,0.050163577,0.01653944,1.318828074,0.180555556,0.574877034,0.237410072,1.074244973,0.970707159,0.577196778,0.10087241
"KR653304",18913,"17/05/2015","Homo sapiens","Sierra Leone: Kenema","01/11/2014",11,2014,16506,5502,0,5493,0,1.042040901,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79689813,0.044711014,0.055252635,0.390728477,0.465838509,0.2,0.076335878,0.75428919,0.89657263,0.046710287,0.013631407,0.923801239,0.94069944,1.020340123,1.291112794,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.123809524,0.55423975,0.217391304,0.602325792,0.01653944,0.996160537,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.315557807,0.180555556,0.574467869,0.235714286,1.071179493,0.970016264,0.575912692,0.10087241
"KR653305",18932,"17/05/2015","Homo sapiens","Sierra Leone: Moyamba","21/09/2014",9,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.018817733,1.116905543,0.203947368,0.262529833,0.076154126,1.143447119,0.79693733,0.04525627,0.055252635,0.390728477,0.464396285,0.2,0.075790622,0.751654229,0.896788284,0.046710287,0.013631407,0.921393772,0.942247232,1.020829737,1.291994114,0.144144144,0.171171171,1.065517875,0.056888404,0.356083086,0.12470024,0.555151676,0.219814241,0.603316837,0.01653944,0.991538759,0.051981098,0.383386581,0.813886259,0.054889131,0.054162123,0.050163577,0.016357688,1.321410199,0.180555556,0.574859291,0.237410072,1.068149705,0.969488478,0.576139538,0.10087241
"KR817067",18958,"12/06/2015","Homo sapiens","Guinea","01/09/2014",9,2014,16506,5502,0,5493,0,1.043728644,0.029625591,0.001635769,1.019859492,1.117033037,0.203947368,0.262529833,0.076154126,1.14370486,0.796602764,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75810359,0.898810717,0.046710287,0.013631407,0.924154374,0.941726884,1.020340123,1.293483238,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.12470024,0.554845098,0.217391304,0.60298366,0.01653944,0.991271209,0.051981098,0.383386581,0.814381023,0.054889131,0.053980371,0.050345329,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.067861484,0.969873119,0.575919301,0.10087241
"KR817068",18959,"12/06/2015","Homo sapiens","Guinea","01/09/2014",9,2014,16506,5502,0,5493,0,1.043165608,0.029625591,0.001635769,1.019859492,1.117033037,0.203947368,0.262529833,0.076154126,1.14370486,0.796602764,0.04525627,0.055252635,0.390728477,0.465838509,0.200361011,0.075972374,0.75810359,0.898568254,0.046710287,0.013631407,0.924154374,0.941472843,1.020340123,1.294459241,0.144404332,0.171480144,1.064915972,0.056888404,0.356083086,0.124401914,0.554695423,0.217391304,0.602820999,0.01653944,0.992822199,0.051981098,0.383386581,0.814381023,0.054889131,0.053980371,0.050345329,0.01653944,1.320645213,0.180555556,0.572894865,0.236842105,1.068882725,0.970103056,0.575919301,0.100690658
"KR817069",18939,"12/06/2015","Homo sapiens","Guinea","01/09/2014",9,2014,16506,5502,0,5493,0,1.043728644,0.029625591,0.001635769,1.019945339,1.118052604,0.203947368,0.264285714,0.076335878,1.143794566,0.796602764,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.758393496,0.897805495,0.046710287,0.013631407,0.926779972,0.940105222,1.019935427,1.293226696,0.144144144,0.171171171,1.065517875,0.056888404,0.357142857,0.12470024,0.555001878,0.217391304,0.603154043,0.01653944,0.991271209,0.051981098,0.383386581,0.814133566,0.054889131,0.053980371,0.050345329,0.01653944,1.321410199,0.180555556,0.573809392,0.237410072,1.067861484,0.96968076,0.576139538,0.10087241
"KR817070",18959,"12/06/2015","Homo sapiens","Guinea","04/09/2014",9,2014,16506,5502,0,5493,0,1.043728644,0.029625591,0.001635769,1.020870879,1.117127064,0.203947368,0.262529833,0.076154126,1.143794566,0.796602764,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075972374,0.758393496,0.89906469,0.046710287,0.013631407,0.924226859,0.941992983,1.019935427,1.293226696,0.144144144,0.171171171,1.063541033,0.056706652,0.356083086,0.124401914,0.555001878,0.217391304,0.601894848,0.01653944,0.991271209,0.051981098,0.384615385,0.814133566,0.054889131,0.053980371,0.050345329,0.01653944,1.321410199,0.180555556,0.573809392,0.23923445,1.067861484,0.96968076,0.576139538,0.10087241
"KR817071",18959,"12/06/2015","Homo sapiens","Guinea","04/09/2014",9,2014,16506,5502,0,5493,0,1.044931096,0.029625591,0.001635769,1.01873194,1.11773677,0.204620462,0.262529833,0.076154126,1.140805198,0.79689813,0.04525627,0.055070883,0.390728477,0.464396285,0.2,0.075790622,0.754577527,0.897551878,0.046710287,0.013631407,0.923873561,0.941726884,1.020585067,1.291901669,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.122302158,0.554845098,0.216718266,0.60298366,0.01653944,0.991506219,0.051981098,0.383386581,0.814435432,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.57394543,0.239808153,1.068114651,0.970687201,0.576132842,0.10087241
"KR817072",18947,"12/06/2015","Homo sapiens","Guinea","07/09/2014",9,2014,16506,5502,0,5493,0,1.043728644,0.029625591,0.001635769,1.019859492,1.117033037,0.203947368,0.262529833,0.076154126,1.14370486,0.796602764,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75810359,0.898810717,0.046710287,0.013631407,0.924154374,0.941726884,1.020340123,1.293483238,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.12470024,0.554845098,0.217391304,0.60298366,0.01653944,0.991271209,0.051981098,0.383386581,0.814381023,0.054889131,0.053980371,0.050345329,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.067861484,0.969873119,0.575919301,0.10087241
"KR817073",18919,"12/06/2015","Homo sapiens","Guinea","07/09/2014",9,2014,16506,5502,0,5493,0,1.045495238,0.029625591,0.001635769,1.018646276,1.117642781,0.203947368,0.262529833,0.076154126,1.140715894,0.793516998,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.896281767,0.046710287,0.013631407,0.923801239,0.939827835,1.020990021,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.122302158,0.55483812,0.214285714,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.239808153,1.068149705,0.969873119,0.575699233,0.10087241
"KR817075",18957,"12/06/2015","Homo sapiens","Guinea","12/09/2014",9,2014,16506,5502,0,5493,0,1.043165608,0.029625591,0.001635769,1.019338449,1.118402222,0.203947368,0.262529833,0.076154126,1.144311276,0.80622204,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.07560887,0.753972661,0.894792757,0.046892039,0.013631407,0.92464438,0.937699405,1.021800652,1.2923221,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.122596154,0.554695423,0.208074534,0.602820999,0.01653944,0.995517063,0.051981098,0.383386581,0.807392297,0.054889131,0.054162123,0.050163577,0.01653944,1.320784012,0.180555556,0.570521967,0.237980769,1.070487561,0.967698215,0.575485932,0.10087241
"KR817077",18957,"12/06/2015","Homo sapiens","Guinea","13/09/2014",9,2014,16506,5502,0,5493,0,1.043165608,0.029625591,0.001635769,1.019773773,1.116013766,0.203947368,0.263157895,0.075972374,1.143615435,0.79656372,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.757495898,0.899572636,0.046710287,0.013631407,0.921529402,0.943093152,1.02074506,1.293390882,0.144144144,0.171171171,1.06431458,0.056888404,0.355029586,0.12470024,0.554538773,0.217391304,0.603908902,0.01653944,0.991238751,0.051981098,0.383386581,0.81493068,0.054889131,0.053980371,0.050345329,0.01653944,1.322036831,0.180555556,0.574173186,0.237410072,1.067826517,0.969518679,0.575912692,0.10087241
"KR817078",18959,"12/06/2015","Homo sapiens","Guinea","13/09/2014",9,2014,16506,5502,0,5493,0,1.043165608,0.029625591,0.001635769,1.019859492,1.117033037,0.203947368,0.262529833,0.076154126,1.14370486,0.79656372,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75778546,0.898568254,0.046710287,0.013631407,0.924154374,0.941472843,1.020340123,1.293134308,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.12470024,0.554695423,0.217391304,0.604079498,0.01653944,0.991238751,0.051981098,0.383386581,0.814682981,0.054889131,0.053980371,0.050345329,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.067826517,0.969326352,0.576132842,0.10087241
"KR817079",18934,"12/06/2015","Homo sapiens","Guinea","21/09/2014",9,2014,16506,5502,0,5493,0,1.044931096,0.029625591,0.001635769,1.018934029,1.117958499,0.204620462,0.261904762,0.076335878,1.140805198,0.793516998,0.04525627,0.055070883,0.390728477,0.464396285,0.2,0.075790622,0.754894443,0.89629304,0.046710287,0.013631407,0.923873561,0.939839655,1.019690224,1.293483238,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.122302158,0.554845098,0.216718266,0.60298366,0.01653944,0.991271209,0.051799346,0.383386581,0.814133566,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.239808153,1.067861484,0.970649639,0.575919301,0.10087241
"KR817080",18957,"12/06/2015","Homo sapiens","Guinea","22/09/2014",9,2014,16506,5502,0,5493,0,1.044216089,0.029625591,0.001635769,1.018273255,1.117233508,0.203947368,0.262529833,0.076154126,1.142831136,0.793889849,0.04525627,0.055252635,0.394039735,0.465838509,0.2,0.075790622,0.758479707,0.898777216,0.046710287,0.013631407,0.925999336,0.941691783,1.02074506,1.293461383,0.144144144,0.171171171,1.067058084,0.056888404,0.356083086,0.12470024,0.558598733,0.217391304,0.605478769,0.016357688,0.988670388,0.051981098,0.383386581,0.814079289,0.054889131,0.054162123,0.049981825,0.01653944,1.32356461,0.179310345,0.573901066,0.237410072,1.066359667,0.969835681,0.572156566,0.10087241
"KR817081",18959,"12/06/2015","Homo sapiens","Guinea","29/09/2014",9,2014,16506,5502,0,5493,0,1.044292136,0.029807343,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.800357662,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.29118106,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.575087365,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KR817082",18959,"12/06/2015","Homo sapiens","Guinea","29/09/2014",9,2014,16506,5502,0,5493,0,1.043165608,0.029625591,0.001635769,1.019019799,1.117127064,0.204620462,0.262529833,0.076154126,1.141241453,0.79656372,0.04525627,0.055070883,0.390728477,0.464396285,0.2,0.075790622,0.758075245,0.898822158,0.046710287,0.013631407,0.924226859,0.941738871,1.020585067,1.292877835,0.144144144,0.171171171,1.065517875,0.056888404,0.356083086,0.12470024,0.554852161,0.216718266,0.60425019,0.01653944,0.991238751,0.051981098,0.383386581,0.814435432,0.054889131,0.053980371,0.050345329,0.01653944,1.322036831,0.180555556,0.57394543,0.237410072,1.067826517,0.969910652,0.576353161,0.10087241
"KR817083",18931,"12/06/2015","Homo sapiens","Guinea","29/09/2014",9,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.018358686,1.117327241,0.203947368,0.262529833,0.076154126,1.142920439,0.793811221,0.04525627,0.055252635,0.394039735,0.464396285,0.2,0.075790622,0.758132182,0.899804125,0.046710287,0.013631407,0.926071695,0.94333584,1.020340123,1.292506708,0.144144144,0.171171171,1.067660686,0.056888404,0.356083086,0.12470024,0.558454817,0.219814241,0.605322775,0.016357688,0.990189529,0.051981098,0.383386581,0.81691092,0.054889131,0.054162123,0.049981825,0.016357688,1.323428448,0.179310345,0.575223706,0.237410072,1.066289385,0.97087976,0.569686609,0.10087241
"KR817084",18960,"12/06/2015","Homo sapiens","Guinea","30/09/2014",9,2014,16485,5495,0,5486,0,1.042170508,0.02966333,0.001637853,1.018874814,1.117983546,0.203947368,0.263157895,0.076069154,1.139235756,0.798366339,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.07588717,0.755721805,0.8988799,0.046769791,0.013466788,0.924671174,0.943119611,1.020416848,1.292563006,0.144144144,0.171171171,1.062013368,0.056596906,0.356083086,0.127098321,0.557555682,0.217391304,0.605136538,0.01656051,0.991441388,0.052047316,0.38585209,0.815403861,0.05477707,0.054049136,0.050045496,0.01656051,1.323490711,0.183391003,0.57341379,0.237410072,1.068696311,0.970205036,0.574229354,0.10100091
"KR817085",18959,"12/06/2015","Homo sapiens","Guinea","01/10/2014",10,2014,16506,5502,0,5493,0,1.044367411,0.029625591,0.001635769,1.018560741,1.117548933,0.203947368,0.262529833,0.076154126,1.140626869,0.796859182,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.753684665,0.896803086,0.046710287,0.013631407,0.923729142,0.940941238,1.02074506,1.290740491,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.556267866,0.217391304,0.603738403,0.01653944,0.991473808,0.051981098,0.383386581,0.815232954,0.054889131,0.054162123,0.050163577,0.01653944,1.322663908,0.180555556,0.574309343,0.237410072,1.068079736,0.969748586,0.575906246,0.10087241
"KR817086",18959,"12/06/2015","Homo sapiens","Guinea","01/10/2014",10,2014,16506,5502,0,5493,0,1.043165608,0.029625591,0.001635769,1.019859492,1.117033037,0.203947368,0.262529833,0.076154126,1.14370486,0.79656372,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75778546,0.898568254,0.046710287,0.013631407,0.924154374,0.941472843,1.020340123,1.293134308,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.12470024,0.554695423,0.217391304,0.604079498,0.01653944,0.991238751,0.051981098,0.383386581,0.814682981,0.054889131,0.053980371,0.050345329,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.067826517,0.969326352,0.576132842,0.10087241
"KR817087",18958,"12/06/2015","Homo sapiens","Guinea","01/10/2014",10,2014,16506,5502,0,5493,0,1.043165608,0.029625591,0.001635769,1.019019799,1.116201524,0.203947368,0.262529833,0.076154126,1.141241453,0.79656372,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.758075245,0.898822158,0.046710287,0.013631407,0.924226859,0.941738871,1.021234707,1.292877835,0.144144144,0.171171171,1.065517875,0.056888404,0.356083086,0.12470024,0.554852161,0.217391304,0.60425019,0.01653944,0.991238751,0.05216285,0.383386581,0.814435432,0.054889131,0.053798619,0.050345329,0.01653944,1.322036831,0.180555556,0.57394543,0.237410072,1.067826517,0.969134102,0.576353161,0.10087241
"KR817088",18959,"12/06/2015","Homo sapiens","Guinea","05/10/2014",10,2014,16506,5502,0,5493,0,1.043165608,0.029625591,0.001635769,1.019773773,1.116939151,0.203947368,0.262529833,0.076154126,1.143615435,0.79656372,0.04525627,0.055252635,0.387417219,0.465838509,0.2,0.075790622,0.764542371,0.900830779,0.046710287,0.013631407,0.924082115,0.941206966,1.02074506,1.292065687,0.144144144,0.172972973,1.06431458,0.056888404,0.356083086,0.12470024,0.55642496,0.217391304,0.603908902,0.01653944,0.991238751,0.051981098,0.383386581,0.81493068,0.054889131,0.053980371,0.050345329,0.01653944,1.320645213,0.180555556,0.574173186,0.237410072,1.067826517,0.970295537,0.57279965,0.10087241
"KR817089",18959,"12/06/2015","Homo sapiens","Guinea","05/10/2014",10,2014,16506,5502,0,5493,0,1.044367411,0.029625591,0.001635769,1.019773773,1.116939151,0.203947368,0.263157895,0.075972374,1.143615435,0.79656372,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.757495898,0.899572636,0.046710287,0.013631407,0.924082115,0.943093152,1.02074506,1.293390882,0.142342342,0.171171171,1.06431458,0.056888404,0.357988166,0.12470024,0.554538773,0.217391304,0.603908902,0.01653944,0.991238751,0.051981098,0.383386581,0.81493068,0.054889131,0.053980371,0.050345329,0.01653944,1.323428448,0.180555556,0.574173186,0.237410072,1.066770309,0.969518679,0.575912692,0.10087241
"KR817090",18885,"12/06/2015","Homo sapiens","Guinea","20/12/2014",12,2014,16506,5502,0,5493,0,1.042603027,0.029625591,0.001635769,1.019424172,1.117570368,0.207236842,0.262529833,0.076154126,1.144400545,0.806182556,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.07560887,0.750421387,0.893545697,0.046892039,0.013631407,0.922162046,0.93771141,1.022045372,1.294366909,0.144144144,0.171171171,1.065517875,0.056888404,0.356083086,0.122596154,0.550929038,0.208074534,0.600311687,0.01653944,0.997067128,0.051981098,0.383386581,0.804969077,0.054889131,0.054162123,0.050163577,0.01653944,1.32001924,0.180555556,0.569379592,0.237980769,1.071508199,0.966958859,0.579032379,0.10087241
"KR817091",18889,"12/06/2015","Homo sapiens","Guinea","19/12/2014",12,2014,16506,5502,0,5493,0,1.042603027,0.029625591,0.001635769,1.019424172,1.117570368,0.207236842,0.262529833,0.076154126,1.144400545,0.806182556,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.07560887,0.750421387,0.893545697,0.046892039,0.013631407,0.922162046,0.93771141,1.022045372,1.294366909,0.144144144,0.171171171,1.065517875,0.056888404,0.356083086,0.122596154,0.550929038,0.208074534,0.600311687,0.01653944,0.997067128,0.051981098,0.383386581,0.804969077,0.054889131,0.054162123,0.050163577,0.01653944,1.32001924,0.180555556,0.569379592,0.237980769,1.071508199,0.966958859,0.579032379,0.10087241
"KR817092",18922,"12/06/2015","Homo sapiens","Guinea","22/12/2014",12,2014,16506,5502,0,5493,0,1.045495238,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.045438023,0.055252635,0.390728477,0.465838509,0.198555957,0.075790622,0.751079789,0.896281767,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144404332,0.171480144,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.322801157,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.578811121,0.100690658
"KR817093",18932,"12/06/2015","Homo sapiens","Guinea","24/12/2014",12,2014,16506,5502,0,5493,0,1.042603027,0.029625591,0.001635769,1.019424172,1.117570368,0.207236842,0.262529833,0.076154126,1.144400545,0.806182556,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.07560887,0.750421387,0.893545697,0.046892039,0.013631407,0.922162046,0.93771141,1.022045372,1.294366909,0.144144144,0.171171171,1.065517875,0.056888404,0.356083086,0.122596154,0.550929038,0.208074534,0.600311687,0.01653944,0.997067128,0.051981098,0.383386581,0.804969077,0.054889131,0.054162123,0.050163577,0.01653944,1.32001924,0.180555556,0.569379592,0.237980769,1.071508199,0.966958859,0.579032379,0.10087241
"KR817094",18932,"12/06/2015","Homo sapiens","Guinea","26/12/2014",12,2014,16506,5502,0,5493,0,1.042603027,0.029625591,0.001635769,1.019424172,1.117570368,0.207236842,0.263157895,0.075972374,1.144400545,0.806143327,0.04525627,0.055252635,0.390728477,0.464396285,0.2,0.07560887,0.750106745,0.893545697,0.046892039,0.013631407,0.922162046,0.93771141,1.022045372,1.293042071,0.144144144,0.171171171,1.065517875,0.056888404,0.356083086,0.122596154,0.550929038,0.210526316,0.601570202,0.01653944,0.997067128,0.051981098,0.383386581,0.805267545,0.054889131,0.054162123,0.050163577,0.01653944,1.32001924,0.180555556,0.570543968,0.237980769,1.071508199,0.966958859,0.579247074,0.10087241
"KR817095",18959,"12/06/2015","Homo sapiens","Guinea","27/12/2014",12,2014,16506,5502,0,5493,0,1.042603027,0.029625591,0.001635769,1.019424172,1.117570368,0.207236842,0.262529833,0.076154126,1.144400545,0.806182556,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.07560887,0.750421387,0.893545697,0.046892039,0.013631407,0.922162046,0.93771141,1.022045372,1.294366909,0.144144144,0.171171171,1.065517875,0.056888404,0.356083086,0.122596154,0.550929038,0.208074534,0.600311687,0.01653944,0.997067128,0.051981098,0.383386581,0.804969077,0.054889131,0.054162123,0.050163577,0.01653944,1.32001924,0.180555556,0.569379592,0.237980769,1.071508199,0.966958859,0.579032379,0.10087241
